timebin,ID,Tweet,sentscor,sentpol
2020-01-05 00:20:00,1213617275716030464,What was that,0.0,neu
2020-01-05 00:20:00,1213617268795461632,"The rapture is coming. Prepare to watch the ""christian"" imperialists beg for mercy, then get scorched in ever blazing fire",0.0,neu
2020-01-05 00:20:00,1213617259790225410,Bro what the fuck was josh Allen doing,-0.4,neg
2020-01-05 00:20:00,1213617208544227328,Kbbq workers coming home from work like: https://t.co/WTzIZqlx1I,0.0,neu
2020-01-05 00:20:00,1213616889319964672,Looking for a 3rd job😔,0.0,neu
2020-01-05 00:20:00,1213616883561185280,???????? Just lineup for the FG,0.0,neu
2020-01-05 00:20:00,1213616759388819456,The @TMobileTruckSJ team wants to give a BIG shoutout 🗣 and THANK YOU 🙏🏽 to @xmasintheparksj !! This place has been… https://t.co/liCJFvzf0F,0.1,pos
2020-01-05 00:20:00,1213616693525663744,"@HearseBoys If I worked at IGN and had a bunch of other duties on top of games I had to play, and the one you assig… https://t.co/wWpk4jVvKc",0.1875,pos
2020-01-05 00:20:00,1213616379250626560,@HearseBoys Criticizing other takes because they’re “absorbing the media wrong” I just don’t think works either. Th… https://t.co/lcThZUxkBT,-0.14166666666666666,neg
2020-01-05 00:20:00,1213616344408551424,Lmaoooo you literally can’t take a sack there,0.0,neu
2020-01-05 00:20:00,1213616257825533952,Who tickled his foots neck ? https://t.co/Tkf7XIIIId,0.0,neu
2020-01-05 00:15:00,1213615948751462400,@HearseBoys I did watch it. You guys did a good job and I like the mentality behind it. If you actually linked peop… https://t.co/hXjkvPVa6X,0.09999999999999998,pos
2020-01-05 00:15:00,1213615930552373248,@AOC war bad,-0.6999999999999998,neg
2020-01-05 00:15:00,1213615669146578945,Carlos Hyde vs Frank Gore,0.0,neu
2020-01-05 00:15:00,1213615556051402752,@YaboyAnt7 Don’t threaten me with a good time,0.7,pos
2020-01-05 00:15:00,1213615444826869761,@WeTheMelon Once an hour*,0.0,neu
2020-01-05 00:15:00,1213615295270514688,@YaboyAnt7 Feds on me,0.0,neu
2020-01-05 00:15:00,1213615283266416641,Singletary looks like Franky G behind the Line of Scrimmage but once he’s in the open he looks a lot like LeSean Mc… https://t.co/1cXCTCOcRk,-0.2,neg
2020-01-05 00:15:00,1213615132162420737,It’s getting antsy,0.0,neu
2020-01-05 00:15:00,1213615078290800641,"Interested in a job in #SanJose, CA? This could be a great fit: https://t.co/4leBKTDuTR #Finance",0.4833333333333334,pos
2020-01-05 00:15:00,1213614991166730240,BUSINESS IS BOOMIN,0.0,neu
2020-01-05 00:15:00,1213614978860752897,"On my way 🍔🍟
#westcoast 
#bestcoast 
#friesbeforeguys @ San Jose, California https://t.co/xV8zJZ2uwL",0.0,neu
2020-01-05 00:15:00,1213614935520886785,@m1ax @PuestoLoco @sunnybabybunny @TeaPainUSA @RandiRhodes That would be a good way to findout who is financing tho… https://t.co/JvOkKK49zW,0.7,pos
2020-01-05 00:15:00,1213614897700802561,"@YaboyAnt7 LMAOOO, Nah nah nah, is Ants gotta stick together",0.0,neu
2020-01-05 00:10:00,1213614776510631937,Why is Jackie and Hyde me and eduardo 😭😭😭 https://t.co/tv5wWZOH3D,0.0,neu
2020-01-05 00:10:00,1213614715424739329,@YaboyAnt7 Can’t keep up with all your accounts apparently,0.05,pos
2020-01-05 00:10:00,1213614633954594822,@SanJoseStateWBB @danaeeee2 Let’s go!!,0.0,neu
2020-01-05 00:10:00,1213614616980402176,@YaboyAnt7 Lmaoooo wtf?,-0.5,neg
2020-01-05 00:10:00,1213614616980402176,@YaboyAnt7 Lmaoooo wtf?,-0.5,neg
2020-01-05 00:10:00,1213614556745891840,@Vasqueeeezy_99 Happy birthday pap ❤️,0.8,pos
2020-01-05 00:10:00,1213614337060823040,@YaboyAnt7 Wut happen,0.0,neu
2020-01-05 00:10:00,1213614259977895937,@AbdulMomeni He’s not trash but the Texans exactly the opposite of what he said,0.125,pos
2020-01-05 00:10:00,1213614259977895937,@AbdulMomeni He’s not trash but the Texans exactly the opposite of what he said,0.125,pos
2020-01-05 00:10:00,1213614059653697536,"Bills fans, it’s was all good just a half ago 🙃 #NFLWildCard #NFLPlayoffs #nfl",0.26666666666666666,pos
2020-01-05 00:10:00,1213613896394633216,Predictions for a future home in 2020 .. predictions made in 1989! https://t.co/liV0Q4r0mO,0.0,neu
2020-01-05 00:10:00,1213613866954870784,FRIDAY NIGHT VIBES💥 https://t.co/OyCXsAFSYh,0.0,neu
2020-01-05 00:10:00,1213613823321444352,My lord Watson took the rubber off nh,0.0,neu
2020-01-05 00:10:00,1213613695642718209,"Thank you!
I think. https://t.co/wlexu9j9xj",0.0,neu
2020-01-05 00:05:00,1213613565426290688,Lmfaoooooooooooooooooo,0.0,neu
2020-01-05 00:05:00,1213613510468362240,Gotta go for 2 here,0.0,neu
2020-01-05 00:05:00,1213613346357829633,How to Tune Your Brain into Compassion: https://t.co/nKdnkzMLhR,0.0,neu
2020-01-05 00:05:00,1213613333875544064,Lmao Hyde had an easy TD,0.5166666666666666,pos
2020-01-05 00:05:00,1213613320114061312,@CelticRaider9 Thank you.,0.0,neu
2020-01-05 00:05:00,1213613062151761920,Excited to hear this. Also excited to see this beautiful soul for the first time live at my first @coachella this y… https://t.co/PijfFKHibR,0.37272727272727274,pos
2020-01-05 00:05:00,1213613050181242881,@_chrisjerick Turbotax!,0.0,neu
2020-01-05 00:05:00,1213613045487783937,@TheSpearSJSU Prayers up @tmarie1533 you balled tf out,0.0,neu
2020-01-05 00:05:00,1213612794341257216,@CarolinePeachxx Beautiful!!  Love the lazy clothes,0.3666666666666667,pos
2020-01-05 00:05:00,1213612709603729408,You better come back pregnant or I want a REFUND https://t.co/fCYRXbmY1G,0.27777777777777773,pos
2020-01-05 00:05:00,1213612464320868352,@BASED_GOSH Not this time! But I was given an antibiotic just in case,0.0,neu
2020-01-05 00:05:00,1213612458352365568,That was a wobbler too,0.0,neu
2020-01-05 00:05:00,1213612423166300161,@DrUnicornPhD @ProsinPlanet i appreciate this and honestly it's probably a bad idea to leave my reply up,-0.04999999999999993,neg
2020-01-05 00:05:00,1213612417025900544,HOPKINS,0.0,neu
2020-01-05 00:05:00,1213612394817019904,Finally took the #enneagram test. Turns out I’m a 2 &amp; 3. What does this mean for my life now!? https://t.co/1YDZmnRmYp,-0.15625,neg
2020-01-05 00:00:00,1213612304832450560,I look so good today but have no one to send pics to :(,0.7,pos
2020-01-05 00:00:00,1213612205175791618,Bills finna blow this lmaooooooo,0.0,neu
2020-01-05 00:00:00,1213611980092690432,@TeaPainUSA Sheep,0.0,neu
2020-01-05 00:00:00,1213611775788077057,"@Millerheighife Yeah, that was according to a book that I just made up for this bit",0.0,neu
2020-01-05 00:00:00,1213611727436124160,@__stealth___ That’s what I’ve heard. Eventually I’ll watch it lol,0.8,pos
2020-01-05 00:00:00,1213611610377375744,"You could be mine and I could be yours, let’s have a baby and name it Dior",0.0,neu
2020-01-05 00:00:00,1213611290553225216,People that think Carr is bad under pressure should definitely watch Josh Allen to see what truly bad looks like,-0.46666666666666656,neg
2020-01-05 00:00:00,1213611285369065473,"Man, don’t tell me Buffalo about to blow this. I still believe in this defense though.",0.0,neu
2020-01-05 00:00:00,1213611117823447041,@Millerheighife This is because you don't know your history; Jews in Nazi Germany were forced to switch the first l… https://t.co/sx25rB2FCp,-0.025000000000000022,neg
2020-01-04 23:55:00,1213611026853138432,"@HearseBoys @KojiPro2015_EN @RaineyOvalle If playing a game wrong is possible, then I don’t ever want to play a gam… https://t.co/wuBJ4Sjcaj",-0.3,neg
2020-01-04 23:55:00,1213610789535248384,some one tell @LILUZIVERT to drop EA so that i can pregame before the war Thanks,0.2,pos
2020-01-04 23:55:00,1213610746996592640,@adult_witch Feel that. Every quarter now I have to make those calculations.,0.0,neu
2020-01-04 23:55:00,1213610694802849801,"I'm at Christmas In The Park - @xmasintheparksj in San Jose, Calif https://t.co/l2eweQkINv",0.0,neu
2020-01-04 23:55:00,1213610100788625408,"Lol showed my associates photos of me fully done up for Vegas
To say the least they were shook AF that and I quote… https://t.co/endIkPV8rK",0.25,pos
2020-01-04 23:55:00,1213610040747122688,@charmedone626 @ScottMStedman And a very important one for Disney World. .,0.52,pos
2020-01-04 23:55:00,1213610015388364800,if i give u my time that’s a privilege.,0.0,neu
2020-01-04 23:50:00,1213609363010506754,Hey @StLouisBlues you lost and was up by 3 in the first period. Than you gave up 5 goals. Hmmm 🤔 sound familiar?… https://t.co/wPsNuX5bTd,0.3416666666666666,pos
2020-01-04 23:50:00,1213609202020577280,@trent_6255 i’m not gonna say it,0.0,neu
2020-01-04 23:50:00,1213609175286046720,me trying not to jynx eternal atake by saying it’s coming this friday https://t.co/ofOlBoJ6WK,0.0,neu
2020-01-04 23:50:00,1213609149008711680,No plan b for me n mines 🤣🤣 https://t.co/iiZ1KrhWXY,0.0,neu
2020-01-04 23:50:00,1213609134920069121,@AshleyPineda321 This is insane! You have never done that.🤯,-1.0,neg
2020-01-04 23:50:00,1213609001197264899,“The way you beat man-to-man coverage is you run away from it.” - Booger McFarland,0.0,neu
2020-01-04 23:50:00,1213608872335687680,Things don’t always seem as they appear,0.0,neu
2020-01-04 23:50:00,1213608846712639488,Oh boy. Here comes Houston hella hard.,-0.2916666666666667,neg
2020-01-04 23:50:00,1213608829830615040,@faketoads Tanks 😘,0.0,neu
2020-01-04 23:50:00,1213608774570635264,People say there are things in this world that are worth waiting for. Why die waiting when you can die trying ?,0.3,pos
2020-01-04 23:50:00,1213608685932429313,Houston right back in this,0.14285714285714285,pos
2020-01-04 23:50:00,1213608660967911431,Hey @StLouisBlues you pulled a game 7 lol🤣🤣🤣🤣🤣,0.2,pos
2020-01-04 23:45:00,1213608509817798657,A client came in today to do a payment &amp; to make conversation I asked how her new year went &amp; she said sad because… https://t.co/IjNHopZ4Q8,-0.18181818181818182,neg
2020-01-04 23:45:00,1213608443023523841,I’m surrounded by Leo’s LOL my worst enemies n my best friends lol,0.4,pos
2020-01-04 23:45:00,1213608347674374145,Protesting the U.S. attack on Iran.,0.0,neu
2020-01-04 23:45:00,1213608316099686400,"Great way to start of the New Year with a sold out Farm Stand and Food Truck! 

Couldn’t do it without all the supp… https://t.co/xPMPxaKqU1",0.4681818181818182,pos
2020-01-04 23:45:00,1213608279915417600,heavens gate robe with a key on the waist? https://t.co/6KFHx4x2yG,0.0,neu
2020-01-04 23:45:00,1213608243215224832,It’s almost 4 and I’m barely getting home 💀 “YA SE ACUERDO DONDE VIVE”,0.05,pos
2020-01-04 23:45:00,1213608242804248576,ea it fr coming and idk what to do,0.0,neu
2020-01-04 23:45:00,1213608160583274496,Today is a me day. 😇 https://t.co/Bl6gfshnqk,0.0,neu
2020-01-04 23:45:00,1213607584751472641,@BuffaloBills going stupid rn,-0.7999999999999999,neg
2020-01-04 23:45:00,1213607414248816640,At the gym!!! Let's see how long this motivation lasts 🤣🤣🤣,-0.05,neg
2020-01-04 23:45:00,1213607410306207749,people are protesting at city hall!!!! period https://t.co/8Wy5can3ua,0.0,neu
2020-01-04 23:40:00,1213607235454025728,LMFAO https://t.co/2vI1Z7B2m9,0.0,neu
2020-01-04 23:40:00,1213607058290855936,@cbjhannah @StingerCBJ @madiganobrien @krochetnkat @sjsharkie Dont forget Columbus just lost to the #26th team. Just saying 🤷🏻‍♀️,0.0,neu
2020-01-04 23:40:00,1213606967865946117,"Big Carts, Big Benz! Happy Birthday🎉 bigcarts81 @ San Jose State University https://t.co/LW2mHigcxo",0.26666666666666666,pos
2020-01-04 23:40:00,1213606789545021441,We think @iamfingall is da bomb. Make 4 free throws vs WA when we are there to cheer you on! @GoStanford… https://t.co/NemfZEePlK,0.4,pos
2020-01-04 23:40:00,1213606775426994177,"Remember, referees look at replays in real time. They don’t slow anything down or freeze the frame.",-0.08518518518518521,neg
2020-01-04 23:40:00,1213606143747969025,@jengaboo Eh. If Hyde were really all that good they woulda kept him right?,0.39523809523809517,pos
2020-01-04 23:35:00,1213606029063180288,My new spot👍🏾 https://t.co/0dVfmPzEf3,0.13636363636363635,pos
2020-01-04 23:35:00,1213605945361567744,"There’s the clutch. Grown man rushing TD right there for Watson. 

He owes it to JJ Watt for turning the tide. https://t.co/eBxKexmaPM",0.2857142857142857,pos
2020-01-04 23:35:00,1213605746568417281,Watson real boy,0.2,pos
2020-01-04 23:35:00,1213605658768994304,There u go,0.0,neu
2020-01-04 23:35:00,1213605658420842497,I wish there was a Peet's coffee walking distance from my house,0.0,neu
2020-01-04 23:35:00,1213605585138044928,Going private on everything. Imagine if my dad found my fucking twitter pics sheesh,-0.3,neg
2020-01-04 23:35:00,1213605455861125121,@threestationsq @asmallteapot I was joking about BART 😂,0.0,neu
2020-01-04 23:35:00,1213605451264192512,@wednesday__blue Thank you honeybunches!!🥺❤️,0.0,neu
2020-01-04 23:35:00,1213605383748476928,Shit I really act fake happy everyday just to cope lmaooo,0.020000000000000007,pos
2020-01-04 23:35:00,1213605191720660994,@NoContextBoomer DONT,0.0,neu
2020-01-04 23:35:00,1213605188281368576,Look at Kuip!... #sfgiants https://t.co/6IDRNnww2O,0.0,neu
2020-01-04 23:35:00,1213605115870859264,"Keep dreaming big, kid. Future @SanJoseSharks player, here at @TealCityCrew’s street hockey. 💙 #sharksforlife… https://t.co/pDfPHz8Jdu",0.0,neu
2020-01-04 23:35:00,1213605017627717632,@harrymccracken Omg can't wait to pour over these,0.0,neu
2020-01-04 23:35:00,1213604892389982208,"@NBCNews Interesting enough that when they pray for the change they literally mean “please, no change”.",0.0625,pos
2020-01-04 23:35:00,1213604878867558401,"shots after shots 🥴🥴🥴

feeling - AMAZING LOLS",0.6000000000000001,pos
2020-01-04 23:30:00,1213604671845126145,For the record @urw_group Valley Fair seems nicely busy today. Lots of people with shopping bags. Doesn't feel like… https://t.co/13avrpF4tq,0.39999999999999997,pos
2020-01-04 23:30:00,1213604342273433600,The Bills don't have good play calling in the Red Zone smh,0.35,pos
2020-01-04 23:30:00,1213604158806228993,"@SpyroKush Sophomore in high school, had a picture of Sanchez in my locker",0.16,pos
2020-01-04 23:30:00,1213603852554866688,"This is disgusting. Also, potentially a war crime. https://t.co/ao89ri1YO2",-0.5,neg
2020-01-04 23:30:00,1213603808040763392,has anyone been to marks hot dogs? be honest.,0.425,pos
2020-01-04 23:30:00,1213603630525247489,@missericavee Fleming’s is so underrated i love their appetizers,0.5,pos
2020-01-04 23:30:00,1213603628189044736,"Allen has been brilliant all day, but how do you not see Watt coming?",0.9,pos
2020-01-04 23:30:00,1213603598174543872,@rabbssuxx havent showered today it's gross rn,0.0,neu
2020-01-04 23:30:00,1213603588984856576,@wyche89 Not score! Bills defense is legit.  A two score game feels like 5.,-0.4,neg
2020-01-04 23:30:00,1213603564594978816,@kingtahoe Ugh i sure hope so! just before i tweeted that i was craving a lil sum 😔 self discipline is a tough one but once mastered &gt;,0.05555555555555555,pos
2020-01-04 23:25:00,1213603214152519680,"@WhyteNotWhite Brooooo
DOCKING FELCHER is even BETTER",0.5,pos
2020-01-04 23:25:00,1213602960397070336,My guy @frankgore is legendary!,1.0,pos
2020-01-04 23:25:00,1213602768457367552,LMFAOOOOOOO https://t.co/rlsSMnisVp,0.0,neu
2020-01-04 23:25:00,1213602411282976769,Deandre Hopkins just tryin to do to much and had the ball exposed to the pursuit. #NFL #NFLPlayoffs,0.2,pos
2020-01-04 23:25:00,1213602313471848448,I’m that pretty bitch that’s follows another pretty bitch cuz I like to see pretty bitches 😭🤣 That’s it all. I have zero hidden agenda .,0.14583333333333334,pos
2020-01-04 23:20:00,1213602209977339905,@tachiyarenee That’s inaccurate but continue.,0.0,neu
2020-01-04 23:20:00,1213602201769107457,Careless play by Nuk,-0.5,neg
2020-01-04 23:20:00,1213602198099095552,@AJ_Omer Bruh that shit so outta line,-0.2,neg
2020-01-04 23:20:00,1213602135138435073,@bimbocommunist Kinks are literally trauma resurfacing as need to pacify the trauma/taboo caused in the past .. lit… https://t.co/qj4qlzE4Xm,-0.25,neg
2020-01-04 23:20:00,1213602135138435073,@bimbocommunist Kinks are literally trauma resurfacing as need to pacify the trauma/taboo caused in the past .. lit… https://t.co/qj4qlzE4Xm,-0.25,neg
2020-01-04 23:20:00,1213602133284573184,@cozzzy__ Niggas talmbout peoples mamas crazy on the internet,-0.6,neg
2020-01-04 23:20:00,1213602117409103872,@Mizzimie Black Masubi reporting for duty 💁🏽‍♂️,-0.16666666666666666,neg
2020-01-04 23:20:00,1213602094780801024,Luv u https://t.co/FdnpnqY7sU,0.0,neu
2020-01-04 23:20:00,1213601988983672832,@peterawolf @CandiceAiston @WILPF There has to be similar rational discussion today: how do we foster peace in a po… https://t.co/brgbdHP4IF,0.0,neu
2020-01-04 23:20:00,1213601956591099904,Funny face #patches #blackflag #punkfashion https://t.co/hS50tjEoBB,0.25,pos
2020-01-04 23:20:00,1213601811807887366,"@peterawolf @CandiceAiston @WILPF When I'd talk to my mother, a child of the War years, she recognized this conundr… https://t.co/8hPIY81RzR",0.0,neu
2020-01-04 23:20:00,1213601771794255873,Booker said they should line up and go 5 wide and take Carlos Hyde out 😅,-0.1,neg
2020-01-04 23:20:00,1213601712130252800,"@CoachRoberson55 Check me out coach I do all of those things                                  Trevor Scheibley
Twit… https://t.co/vD9dcnJd18",0.0,neu
2020-01-04 23:20:00,1213601662004187136,"My dad said he’s ashamed, and that I’m an embarrassment, oh and to take my moms picture out of my feed because he d… https://t.co/UADX7IswuJ",0.0,neu
2020-01-04 23:20:00,1213601489102360576,Um... I’m very attracted to this video and I can’t figure out why. https://t.co/rYUjqXbYRL,0.2,pos
2020-01-04 23:20:00,1213601323171504129,@bimbocommunist All I can say is that all the sex on media hyperbolized the need for sexual desire at a young age. Nuff said.,0.3,pos
2020-01-04 23:20:00,1213601234520690689,miss ya honey 🖤,0.0,neu
2020-01-04 23:20:00,1213601225741983744,Jesus fuck all I want to do is chill https://t.co/T5WrXjMhp4,-0.4,neg
2020-01-04 23:20:00,1213601154740838400,"Im sitting on my bf face ✌🏼nite, bitches 🤪",0.0,neu
2020-01-04 23:20:00,1213601119735148544,"@cozzzy__ Astros just lost the World Series, the Rockets blew it, and the Texans about to blow it all within a year. I’d off myself",0.0,neu
2020-01-04 23:15:00,1213600946086801409,I could be 100% debt free with this!! https://t.co/pm26tN8wax,0.4,pos
2020-01-04 23:15:00,1213600915489357825,"*during WWIII*

Bro revive me, I have ray gun",0.0,neu
2020-01-04 23:15:00,1213600844278419456,@peterawolf @CandiceAiston @WILPF The modern peace movement has to be built not upon entire disarmament -- that is… https://t.co/OXftiAJk1g,0.1,pos
2020-01-04 23:15:00,1213600810090651648,@ROBERTSILVA5768 Thanks man!,0.2,pos
2020-01-04 23:15:00,1213600692796973056,Blindside hit on the official 15 yards,0.0,neu
2020-01-04 23:15:00,1213600678523752448,@cozzzy__ I know they be fighting back tears when they squad get into the post season and blow it year after year 😂😂😂😂,0.0,neu
2020-01-04 23:15:00,1213600274993958912,I’ma start doin this shit🤡 https://t.co/jrGeEJC18O,-0.2,neg
2020-01-04 23:15:00,1213600190520647680,#BillsMafia executing a hell of a game plan so far!,-0.15000000000000002,neg
2020-01-04 23:15:00,1213600182157242369,"Who is @johnivanolmo11?
@JohnIvanOlmo1 @CAGOP",0.0,neu
2020-01-04 23:15:00,1213600166680248320,@Elllls7 We will have to take it up with @SocialJukebox since those facts are automatically coming from there 😊 (I… https://t.co/HoUF6HlASG,0.0,neu
2020-01-04 23:15:00,1213600141396987904,"No one:  

People that never attend your shows or support your music releases and see you making moves:   “dOnT  fO… https://t.co/KphZaXCm9j",0.0,neu
2020-01-04 23:15:00,1213600127052472321,@peterawolf @CandiceAiston My mother and her friend Evelyn Moss were longtime friends and members of @WILPF. I grew… https://t.co/ggKXRPsJ9a,0.0,neu
2020-01-04 23:15:00,1213600056869294080,"I keep it juicy juicy 🍒 @ San Jose, California https://t.co/Ojopjgc9tJ",0.0,neu
2020-01-04 23:15:00,1213599901889622017,every time break happens i lose my whole ass brain,0.2,pos
2020-01-04 23:15:00,1213599837402189824,@ZILAYT_ @YungAcuna Done,0.0,neu
2020-01-04 23:15:00,1213599758540890113,Watson had Hopkins open and the RB coming open late. Has to get rid of that and not panic in the pocket.,-0.09999999999999999,neg
2020-01-04 23:10:00,1213599642690228224,"I'm at San Jose Museum of Art - @sjmusart in San Jose, CA https://t.co/mVp3v8Ygee",0.0,neu
2020-01-04 23:10:00,1213599560993345537,Where and when.,0.0,neu
2020-01-04 23:10:00,1213599366616776704,Imagine being a Texans AND Rockets fan lmaoooo gotta hurt to see em both in the playoffs,0.0,neu
2020-01-04 23:10:00,1213599197565349888,Houston bitches. Houston punts.,0.0,neu
2020-01-04 23:10:00,1213598976722685952,@Birchbark_Canoe @PuestoLoco Chris Matthews 🤮,0.0,neu
2020-01-04 23:10:00,1213598839447228417,That should’ve been Bills touchdown. Lmao,0.6,pos
2020-01-04 23:10:00,1213598807809613825,"I’m not here rooting for Buffalo and I’m all for common sense, but know the rules.",-0.3,neg
2020-01-04 23:10:00,1213598536371040256,my body dysphoria running wild today :0,0.1,pos
2020-01-04 23:05:00,1213598296846913536,Texans been a joke all season im not surprised,-0.05,neg
2020-01-04 23:05:00,1213598255407230976,So should I write my will before coachella in case I die in the pits during Travis,0.0,neu
2020-01-04 23:05:00,1213598167087714304,If I’m not boo’d up during Travis https://t.co/Am6K302oH6,0.0,neu
2020-01-04 23:05:00,1213597852514934784,"@mightyohm @MLE_Online I've also used ""SHV"" connectors for high voltage, which looks like BNC. https://t.co/7gITFba4sx",0.16,pos
2020-01-04 23:05:00,1213597532619624450,Update: he’s trying to teach me how to read... so pure. 🥺😭,0.21428571428571427,pos
2020-01-04 23:05:00,1213597385743425536,"Bonito en San Jose, California https://t.co/wjzpFEo3ow",0.0,neu
2020-01-04 23:00:00,1213597210153119744,Pay attention to the ones that’s hype those the ones with dry coochie. https://t.co/Tm6kZWvELs,-0.06666666666666665,neg
2020-01-04 23:00:00,1213597179001991168,"Attention Ladies: Playoff football is on. That means if something isn’t on fire or you want sex, let us drink beer on the couch.",0.0,neu
2020-01-04 23:00:00,1213597107572985857,"@lyn_cade @docrocktex26 Right after Ray Charles sang America the Beautiful, the set went static.",0.5452380952380952,pos
2020-01-04 23:00:00,1213596995824181248,@guti_1017 for so they can feel better about themselves,0.5,pos
2020-01-04 23:00:00,1213596809945178112,chicken lettuce wraps #saturdaykitchen https://t.co/NHrdJCex9c,-0.6,neg
2020-01-04 23:00:00,1213596749060870144,@meloonciitoo Deadass hahahah,0.0,neu
2020-01-04 23:00:00,1213596740873379841,"It finally happened, my dad found my Instagram and my rave pictures",0.0,neu
2020-01-04 23:00:00,1213596554134577152,Cap. I just start dying laughing for five hours https://t.co/yCyUVdsjVd,0.0,neu
2020-01-04 23:00:00,1213596344184496129,"@ifthedevilisix My favorite: saying Afghanistan is ""the Middle East.""",0.25,pos
2020-01-04 23:00:00,1213596316837851137,@209swiftie @LeaMichele Nah it’s for the golden globes!,0.3,pos
2020-01-04 23:00:00,1213596246247526400,@telepathics hunter_hhhhhhhh,0.0,neu
2020-01-04 23:00:00,1213596128534355968,@SewardWbb Lady Saints came off the break hungry! Way to go ladies!,0.0,neu
2020-01-04 23:00:00,1213596108577861632,@EmmaVigeland She's a millionaire author. But... okay. https://t.co/3JqJ3NTOLY,0.5,pos
2020-01-04 23:00:00,1213596050952310784,@cmc435 Trump started a holy war this is what we can expect. https://t.co/PPeXTwpxa7,0.0,neu
2020-01-04 23:00:00,1213595995369439232,my appetite has been so off lately,-0.3,neg
2020-01-04 22:55:00,1213595940877037568,the Russo bros should have been in charge of this #starwars trilogy,0.0,neu
2020-01-04 22:55:00,1213595702825144320,@jensimmons I think nobody cares about web design anymore. I feel like it's all about fullstack devs and plenty of… https://t.co/ZLeHAdmsra,0.0,neu
2020-01-04 22:55:00,1213595667987193857,Q: Digital Warriors Of The 21st Century [Citizen Journalists]... https://t.co/9s7AdEGISX via @YouTube,0.0,neu
2020-01-04 22:55:00,1213595535610961922,Great start to 2020 💚🖤#teamaugmon🏀 https://t.co/8eh6qikShn,0.8,pos
2020-01-04 22:55:00,1213595489548947456,@yung__liam Didn’t*,0.0,neu
2020-01-04 22:55:00,1213595288927031296,"@ZahraBilloo However, I do agree with you that the way this was conducted was illegal, according to U.S. law. It wa… https://t.co/TmmvL4Kcdz",-0.5,neg
2020-01-04 22:50:00,1213594654253281280,"Houston Texans, that was an embarrassing opening half of a playoff game smh",-0.2833333333333333,neg
2020-01-04 22:50:00,1213594506668298240,@Ridim_Luv Unfortunately the draft dodger and his magats are not worth fighting for.,-0.325,neg
2020-01-04 22:50:00,1213594497168240641,my little sister is really my bff🥺&lt;3,0.0062500000000000056,pos
2020-01-04 22:50:00,1213594402364354560,Deshaun Watson needs to turn on the clutch now. Half the game is over and you’re down 13-0 to a bunch of new guys.,-0.14646464646464646,neg
2020-01-04 22:50:00,1213594386849624065,this was the last good tyler song and it came out 7 years ago https://t.co/z9etoU1Q1l,0.35,pos
2020-01-04 22:50:00,1213594376577802241,STILL https://t.co/bDIGg0OAWS,0.0,neu
2020-01-04 22:50:00,1213594308118339584,Going to start doing this https://t.co/mfGmBFNsnd,0.0,neu
2020-01-04 22:50:00,1213594132725190656,It seems like the European people need to pay up right they do all the business there they need to step it up they… https://t.co/ourTI10YiU,0.14285714285714285,pos
2020-01-04 22:50:00,1213593866516885504,@WhitlockJason Is there enough time to fly in The Carrot at halftime?,0.4,pos
2020-01-04 22:50:00,1213593647884591104,@ZahraBilloo Much of the genocide in Syria is on Soleimani's soul. As is the Iranian-backed militias gunning down c… https://t.co/7jwD2XYgVA,0.022222222222222213,pos
2020-01-04 22:50:00,1213593554464866304,@youngIcaa RIGHT LOL,0.5428571428571429,pos
2020-01-04 22:50:00,1213593463108714496,@lllllizard @Mamiecchi girl you know where to gooo🌺🌊🌈,0.0,neu
2020-01-04 22:45:00,1213593235660009472,@AOC @MsLagerfelt What is the source of this claim?,0.0,neu
2020-01-04 22:45:00,1213592727700434945,This is what it’s come to “Rave friends” 😔 https://t.co/6YqOp4Yul9,0.0,neu
2020-01-04 22:45:00,1213592665557630976,"@ReulmanBill My Dad and I went to XXIV in NO. 55-10, Montana to Rice all day, good luck though...",0.7,pos
2020-01-04 22:45:00,1213592663938613249,Niggas dont wanna tackle Singletary,0.0,neu
2020-01-04 22:40:00,1213592159728783360,@traptech1 Come on now. Bills have been solid in coverage and every time he has to avoid a pass rush he has to brin… https://t.co/FLAp1eLSXo,0.0,neu
2020-01-04 22:40:00,1213592133824724993,"my little is so talented, 2020 better be ready 🤧🔥 📸: @_electricserg https://t.co/QRhRkywITf",0.303125,pos
2020-01-04 22:40:00,1213592129844305920,"i discovered this thing called a “library” today.

it’s sort of like a coffee shop, but bigger, quieter, more comfo… https://t.co/TamNlE2gOz",0.25,pos
2020-01-04 22:40:00,1213592003746750465,Sports can save us https://t.co/iXrnx6LTTM,0.0,neu
2020-01-04 22:40:00,1213591948512002049,What’s there to do in Big Sur ? https://t.co/GTamoDqjWg,0.0,neu
2020-01-04 22:40:00,1213591896301268994,@ZahraBilloo If only that were true. This is a decadal+ escalating tit-for-tat. Iranian-backed militias attack U.S.… https://t.co/FfeT6BzELn,0.175,pos
2020-01-04 22:40:00,1213591824448704513,@HentaiAndBoba BABY 💖,0.0,neu
2020-01-04 22:40:00,1213591685961150465,@scooterdawg @MysterySolvent HAHAHAHAHAHAHA!!!!,0.0,neu
2020-01-04 22:40:00,1213591265893183489,@brooksbromley1 Keep your voice down,-0.15555555555555559,neg
2020-01-04 22:40:00,1213591195948994560,BACK IN THE YAY AREAAAAAA,0.0,neu
2020-01-04 22:35:00,1213590465116700672,"Yes, only when im in a rush 😂 https://t.co/X3ZgDZNpeI",0.0,neu
